Mineral_Commodity,Year,Note,Quantity,Data_type,Unit_MEAS,Form,Geographic_Region,Figure_Use,Data Sources,,,,,,,,,,,,,,,,
Lithium,2024,estimated,10000,Production,metric tons,"Brine and mine, lithium content",Brazil,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,6,Capacity,thousand metric tons,"Brine and mine, lithium content",Canada,Figure 9 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,estimated,4300,Production,metric tons,"Brine and mine, lithium content",Canada,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,53,Capacity,thousand metric tons,"Brine and mine, lithium content",Chile,Figure 9 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,reported,49000,Production,metric tons,"Brine and mine, lithium content",Chile,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,50,Capacity,thousand metric tons,"Brine and mine, lithium content",China,Figure 9 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,estimated,41000,Production,metric tons,"Brine and mine, lithium content",China,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,3,Capacity,thousand metric tons,"Brine and mine, lithium content",Namibia,Figure 9 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,estimated,2700,Production,metric tons,"Brine and mine, lithium content",Namibia,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,380,Production,metric tons,"Brine and mine, lithium content",Portugal,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,7.1,Capacity,thousand metric tons,"Brine and mine, lithium content",Rest of the world,Figure 9 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,estimated,0,Production,metric tons,"Brine and mine, lithium content",Rest of the world,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,W,Production,metric tons,"Brine and mine, lithium content",United States,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,265.7,Capacity,thousand metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,"rounded, excludes U.S., estimated",240000,Production,metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2024,estimated,12.5,Capacity,thousand metric tons,"Brine and mine, lithium content",Zimbabwe,Figure 9 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2024,estimated,22000,Production,metric tons,"Brine and mine, lithium content",Zimbabwe,Figure 8 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Lithium,2025,outlook,348.7,Capacity,thousand metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2026,outlook,425.9,Capacity,thousand metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2027,outlook,490.1,Capacity,thousand metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2028,outlook,533.1,Capacity,thousand metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Lithium,2029,outlook,561.7,Capacity,thousand metric tons,"Brine and mine, lithium content",World,Figure 8 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Magnesium metal,2018,estimated,20000,Production,Metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,revised,848100,Production,Metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,estimated,1000,Production,Metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,reported,21000,Production,Metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,estimated,17000,Production,Metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,reported,67000,Production,Metric tons,Primary magnesium metal,Russia,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,revised,985000,Production,Metric tons,Primary magnesium metal,Total,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,estimated,4000,Production,Metric tons,Primary magnesium metal,Turkey,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,estimated,7000,Production,Metric tons,Primary magnesium metal,Ukraine,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2018,reported,W,Production,Metric tons,Primary magnesium metal,United States,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,estimated,20000,Production,Metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,revised,930600,Production,Metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,estimated,--,Production,Metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,reported,21350,Production,Metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,estimated,25000,Production,Metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,reported,67000,Production,Metric tons,Primary magnesium metal,Russia,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,revised,1080000,Production,Metric tons,Primary magnesium metal,Total,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,estimated,7000,Production,Metric tons,Primary magnesium metal,Turkey,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,estimated,8000,Production,Metric tons,Primary magnesium metal,Ukraine,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2019,reported,W,Production,Metric tons,Primary magnesium metal,United States,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,estimated,18000,Production,Metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,revised,961000,Production,Metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,estimated,--,Production,Metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,reported,18500,Production,Metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,estimated,16000,Production,Metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,reported,48000,Production,Metric tons,Primary magnesium metal,Russia,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,revised,1080000,Production,Metric tons,Primary magnesium metal,Total,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,estimated,12000,Production,Metric tons,Primary magnesium metal,Turkey,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,estimated,6000,Production,Metric tons,Primary magnesium metal,Ukraine,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2020,reported,W,Production,Metric tons,Primary magnesium metal,United States,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,estimated,20000,Production,Metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,revised,888700,Production,Metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,estimated,5000,Production,Metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,revised,18211,Production,Metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,"revised, estimated",17000,Production,Metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,estimated,58000,Production,Metric tons,Primary magnesium metal,Russia,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,revised,1030000,Production,Metric tons,Primary magnesium metal,Total,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,estimated,13000,Production,Metric tons,Primary magnesium metal,Turkey,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,estimated,10000,Production,Metric tons,Primary magnesium metal,Ukraine,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2021,reported,W,Production,Metric tons,Primary magnesium metal,United States,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,estimated,22000,Production,Metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,revised,933300,Production,Metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,estimated,5000,Production,Metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,reported,21500,Production,Metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,estimated,27000,Production,Metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,estimated,21000,Production,Metric tons,Primary magnesium metal,Russia,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,reported,1050000,Production,Metric tons,Primary magnesium metal,Total,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,estimated,14000,Production,Metric tons,Primary magnesium metal,Turkey,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,estimated,2000,Production,Metric tons,Primary magnesium metal,Ukraine,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,reported,W,Production,Metric tons,Primary magnesium metal,United States,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: MAGNESIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Magnesium metal,2022,reported,2100,Capacity,thousand metric tons,Primary magnesium metal,World,Figure 10 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, Table 7: WORLD ANNUAL PRIMARY MAGNESIUM PRODUCTION CAPACITY, DECEMBER 31, 2022",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,20,Production,thousand metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,reported,805,Production,thousand metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,5,Production,thousand metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,reported,17,Production,thousand metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,22,Production,thousand metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,0,Production,thousand metric tons,Primary magnesium metal,Rest of the world,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,18,Production,thousand metric tons,Primary magnesium metal,Russia,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,13,Production,thousand metric tons,Primary magnesium metal,Turkey,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,0,Production,thousand metric tons,Primary magnesium metal,United States,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2023,estimated,2100,Capacity,thousand metric tons,Primary magnesium metal,World,Figure 10 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Magnesium metal,2023,rounded,900,Production,thousand metric tons,Primary magnesium metal,World,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,22,Capacity,thousand metric tons,Primary magnesium metal,Brazil,Figure 11 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,20,Production,thousand metric tons,Primary magnesium metal,Brazil,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,reported,1800,Capacity,thousand metric tons,Primary magnesium metal,China,Figure 11 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,950,Production,thousand metric tons,Primary magnesium metal,China,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,5,Production,thousand metric tons,Primary magnesium metal,Iran,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,34,Capacity,thousand metric tons,Primary magnesium metal,Israel,Figure 11 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,20,Production,thousand metric tons,Primary magnesium metal,Israel,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,30,Capacity,thousand metric tons,Primary magnesium metal,Kazakhstan,Figure 11 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Magnesium metal,2024,estimated,20,Production,thousand metric tons,Primary magnesium metal,Kazakhstan,Figure 10 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
