Mineral_Commodity,Year,Note,Quantity,Data_type,Unit_MEAS,Form,Geographic_Region,Figure_Use,Data Sources,,,,,,,,,,,,,,,,
Gallium,2022,reported,5000,Production,Kilograms,"Primary gallium metal, gallium content",Russia,Figure 4 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, Table 7, GALLIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Gallium,2022,rounded,610000,Production,Kilograms,"Primary gallium metal, gallium content",Total,Figure 4 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, Table 7, GALLIUM: PRIMARY WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Gallium,2022,estimated,859.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2023,estimated,621000,Production,kilograms,Primary gallium metal,China,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2023,reported,3000,Production,kilograms,Primary gallium metal,Japan,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2023,reported,3000,Production,kilograms,Primary gallium metal,"Korea, Republic of",Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2023,reported,0,Production,kilograms,Primary gallium metal,Rest of the world,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2023,reported,6000,Production,kilograms,Primary gallium metal,Russia,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2023,reported,0,Production,kilograms,Primary gallium metal,United States,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2023,estimated,859.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2023,rounded,633000,Production,kilograms,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,750,Capacity,metric tons,Primary gallium metal,China,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,750000,Production,kilograms,Primary gallium metal,China,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,40,Capacity,metric tons,Primary gallium metal,Germany,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,8,Capacity,metric tons,Primary gallium metal,Hungary,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,10,Capacity,metric tons,Primary gallium metal,Japan,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,3000,Production,kilograms,Primary gallium metal,Japan,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,25,Capacity,metric tons,Primary gallium metal,Kazakhstan,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,3000,Production,kilograms,Primary gallium metal,"Korea, Republic of",Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,0.5,Capacity,metric tons,Primary gallium metal,Rest of the world,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,0,Production,kilograms,Primary gallium metal,Rest of the world,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,10,Capacity,metric tons,Primary gallium metal,Russia,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,6000,Production,kilograms,Primary gallium metal,Russia,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,16,Capacity,metric tons,Primary gallium metal,South Korea,Figure 5 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,estimated,0,Production,kilograms,Primary gallium metal,United States,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2024,estimated,859.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2024,"rounded, estimated",760000,Production,kilograms,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Gallium,2025,outlook,909.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2026,outlook,959.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2027,outlook,959.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2028,outlook,959.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Gallium,2029,outlook,959.5,Capacity,metric tons,Primary gallium metal,World,Figure 4 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2018,estimated,14,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,estimated,4,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,"revised, estimated",<0.5,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,reported,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,estimated,45,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,estimated,3,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,revised,159,Production,million cubic meters,Grade A and gaseous helium,Total,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2018,reported,90,Production,million cubic meters,Grade A and gaseous helium,United States,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,estimated,14,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,estimated,4,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,reported,<0.5,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,reported,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,estimated,45,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,estimated,5,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,revised,157,Production,million cubic meters,Grade A and gaseous helium,Total,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2019,reported,86,Production,million cubic meters,Grade A and gaseous helium,United States,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,estimated,14,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,estimated,4,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,reported,1,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,reported,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,estimated,51,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,estimated,5,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,rounded,159,Production,million cubic meters,Grade A and gaseous helium,Total,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2020,reported,82,Production,million cubic meters,Grade A and gaseous helium,United States,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,estimated,10,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,estimated,4,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,reported,2,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,reported,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,estimated,61,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,estimated,5,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,rounded,161,Production,million cubic meters,Grade A and gaseous helium,Total,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2021,reported,76,Production,million cubic meters,Grade A and gaseous helium,United States,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,estimated,8,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,estimated,3,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,reported,3,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,reported,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,estimated,59,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,estimated,5,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,rounded,159,Production,million cubic meters,Grade A and gaseous helium,Total,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,reported,78,Production,million cubic meters,Grade A and gaseous helium,United States,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 8: HELIUM: WORLD PRODUCTION, BY COUNTRY OR LOCALITY",,,,,,,,,,,,,,,,
Helium,2022,reported,341,Capacity,million cubic meters,Grade A and gaseous helium,World,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2022, TABLE 7: ESTIMATED WORLD ANNUAL GRADE-A AND GASEOUS HELIUM PRODUCTION CAPACITY, DECEMBER 31, 2022",,,,,,,,,,,,,,,,
Helium,2023,estimated,9,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,estimated,1,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,5,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,2,Production,million cubic meters,Grade A and gaseous helium,China,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,estimated,66,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,estimated,8,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,<0.5,Production,million cubic meters,Grade A and gaseous helium,South Africa,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,64,Production,million cubic meters,Grade A and gaseous helium,United States (extracted from natural gas),Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,18,Production,million cubic meters,Grade A and gaseous helium,United States (from Cliffside Field),Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2023,reported,360,Capacity,Million cubic meters,Grade A and gaseous helium,World,Figure 6 of the World Minerals Outlook (2025),"Minerals Yearbook tables-only release 2023, TABLE 7: ESTIMATED WORLD ANNUAL GRADE-A AND GASEOUS HELIUM PRODUCTION CAPACITY, DECEMBER 31, 2023",,,,,,,,,,,,,,,,
Helium,2023,"rounded, estimated",176,Production,million cubic meters,Grade A and gaseous helium,World,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,50,Capacity,Million cubic meters,Grade A and gaseous helium,Algeria,Figure 7 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2024,estimated,11,Production,million cubic meters,Grade A and gaseous helium,Algeria,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,0,Production,million cubic meters,Grade A and gaseous helium,Australia,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,11.4,Capacity,Million cubic meters,Grade A and gaseous helium,Canada,Figure 7 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2024,estimated,6,Production,million cubic meters,Grade A and gaseous helium,Canada,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,3,Production,million cubic meters,Grade A and gaseous helium,China,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,3,Production,million cubic meters,Grade A and gaseous helium,Poland,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,72,Capacity,Million cubic meters,Grade A and gaseous helium,Qatar,Figure 7 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2024,estimated,64,Production,million cubic meters,Grade A and gaseous helium,Qatar,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,8,Capacity,Million cubic meters,Grade A and gaseous helium,Rest of the world,Figure 7 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2024,estimated,31,Capacity,Million cubic meters,Grade A and gaseous helium,Russia,Figure 7 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2024,estimated,17,Production,million cubic meters,Grade A and gaseous helium,Russia,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,0,Production,million cubic meters,Grade A and gaseous helium,South Africa,Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,204,Capacity,Million cubic meters,Grade A and gaseous helium,United States,Figure 7 of the World Minerals Outlook (2025),,,,,,,,,,,,,,,,,
Helium,2024,estimated,68,Production,million cubic meters,Grade A and gaseous helium,United States (extracted from natural gas),Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
Helium,2024,estimated,13,Production,million cubic meters,Grade A and gaseous helium,United States (from Cliffside Field),Figure 6 of the World Minerals Outlook (2025),"National Minerals Information Center, 2025, U.S. Geological Survey Mineral Commodity Summaries 2025 World Production, Capacity, and Reserves Commodity Data Release: U.S.Geological Survey data release, https://doi.org/10.5066/P13XCP3R.",,,,,,,,,,,,,,,,
